,Review,Brand,Variety,Style,Country,Stars
1959,621,ottogi,jin ramen big bowl (hot),bowl,south korea,3.5
1960,620,vifon,phu gia bamboo shoot artificial pork bean thread,pack,vietnam,1.25
1961,619,yamamoto,ponpoko tempura udon,bowl,japan,4.75
1962,618,pulmuone,cold noodles by dad,pack,south korea,2.75
1963,617,nissin,demae iccho sesame oil chicken macaroni,pack,japan,3.75
1964,616,maggi,2 minute noodles thrillin' curry,pack,india,2.0
1965,615,yamamori,tom yam prawn,pack,japan,4.5
1966,614,fuku,superior soup rice noodle,pack,hong kong,2.5
1967,613,saigon ve wong,kung fu artificial pork flavor,bowl,vietnam,3.0
1968,612,maruchan,yakisoba spicy chicken,tray,usa,1.75
1969,611,batchelors,super noodles low fat sweet thai chilli,pack,uk,2.0
1970,610,wei wei,"""a"" series artificial chicken",pack,taiwan,3.25
1971,609,wei wei,"""a"" series artificial hot beef",pack,taiwan,3.75
1972,608,koka,spicy black pepper,pack,singapore,5.0
1973,607,pot noodle,beef tomato,cup,uk,1.5
1974,606,six fortune,u-dong,pack,south korea,4.0
1975,605,little cook,artificial onion,cup,thailand,3.5
1976,604,batchelors,super noodles low fat chicken herb,pack,uk,2.0
1977,603,wei lih,goog good eat super ramen hot chili,pack,taiwan,3.75
1978,602,nongshim,oolongmen artificial seafood,cup,south korea,3.5
1979,601,wei chuan,tomato vegetables,pack,taiwan,4.0
1980,600,maruchan,ramen noodle soup beef,pack,usa,3.25
1981,599,lucky me!,pancit canton extra hot chili,pack,philippines,4.0
1982,598,little cook,vegetarian,cup,thailand,3.25
1983,597,batchelors,super noodles sweet & sour,pack,uk,3.5
1984,596,thai kitchen,lemongrass chili rice noodle,pack,usa,1.5
1985,595,thai kitchen,spring onion rice noodle,pack,usa,3.75
1986,594,haioreum,asian style noodles seafood,bowl,south korea,3.5
1987,593,nongshim,chapagetti chajang,pack,south korea,4.0
1988,592,batchelors,super noodles mild curry,pack,uk,3.25
1989,591,batchelors,super noodles to go chinese space rib,bowl,uk,2.5
1990,590,mama,chand clear soup,bowl,thailand,3.5
1991,589,vifon,south korean style kim chee,bowl,vietnam,4.25
1992,588,vifon,tu quy pork,pack,vietnam,2.75
1993,587,sunlight,steam vermicelli,pack,taiwan,2.1
1994,586,vedan,bah kut tea noodle for vegetarians,pack,taiwan,3.25
1995,585,ve wong,artificial onion flavor bean thread,bowl,taiwan,1.5
1996,584,baijia,single noble black bone chicken sweet potato thread,cup,china,0.0
1997,583,vifon,phu gia cua crab bean thread,pack,vietnam,2.25
1998,582,koyo,tofu & miso,pack,usa,2.5
1999,581,koyo,mushroom,pack,usa,2.75
2000,580,baijia,hot & sour casserole stewed rice noodle,pack,china,0.0
2001,579,baijia,sichuan pickled sweet potato thread,pack,china,1.75
2002,578,nongshim,shin ramyun black,pack,south korea,4.75
2003,577,pot noodle,chinese chow mein,cup,uk,3.0
2004,576,menraku,tempura soba,bowl,japan,3.75
2005,575,batchelors,super noodles barbecue beef,pack,uk,3.5
2006,574,maggi,2 minute noodles tricky tomato,pack,india,3.75
2007,573,noah foods,phoya chicken,bowl,vietnam,2.0
2008,572,maruchan,yakisoba tomato basil,tray,usa,3.0
2009,571,shirakiku,japanese style tokusen sio,pack,japan,3.25
2010,570,o sung,keopnurungji rice snack,cup,south korea,2.5
2011,569,saigon ve wong,kung fu suc song artificial pork,bowl,vietnam,3.0
2012,568,paldo,gomtang,cup,south korea,4.0
2013,567,goku uma,soy sauce,bowl,japan,3.5
2014,566,foodmon,dj doc jjolmyeon,bowl,south korea,5.0
2015,565,batchelors,super noodles to go curry,bowl,uk,4.0
2016,564,uni-president,one more cup kimchi,cup,taiwan,3.75
2017,563,yum yum,duck,pack,thailand,3.25
2018,562,batchelors,super noodles bacon,pack,uk,4.25
2019,561,sahmyook,vegetable,pack,south korea,3.25
2020,560,myojo,ippeichan soy sauce,bowl,japan,4.0
2021,559,wai wai,quick tom yum shrimp,cup,thailand,3.0
2022,558,long kow,crystal noodles vegetables,bowl,china,1.5
2023,557,batchelors,super noodles souther fried chicken,pack,uk,3.75
2024,556,mi sedaap,mi goreng perisa asli,pack,indonesia,4.75
2025,555,batchelors,super noodles chinese chow mein,pack,uk,2.75
2026,554,yum yum,shrimp tom yum flavor,pack,thailand,3.5
2027,553,samyang,60 ingredients,cup,south korea,2.75
2028,552,super bihun,kuah rasa baso sapi rice noodles,pack,indonesia,3.0
2029,551,batchelors,super noodles chicken,pack,uk,3.25
2030,550,nissin,taisho fried noodle yakisoba,pack,japan,4.25
2031,549,mi sedaap,supreme soto,pack,indonesia,4.0
2032,548,pot noodle,original curry,cup,uk,3.75
2033,547,lucky me!,pancit canton sweet spicy,pack,philippines,5.0
2034,546,yum yum,vegetable,pack,thailand,3.5
2035,545,golden wheat,south korean style spicy beef,pack,china,3.5
2036,544,unox,good noodles chicken,pack,holland,3.5
2037,543,menraku,curry udon,bowl,japan,4.75
2038,542,mi sedaap,mi supartificial chicken special,pack,indonesia,3.0
2039,541,yum yum,chicken,pack,thailand,3.5
2040,540,nissin,top ramen chicken,pack,usa,3.25
2041,539,nissin,demae ramen chicken,pack,japan,3.0
2042,538,lucky me!,lomi seafood vegetable,pack,philippines,0.5
2043,537,mama,pad kee mao drunken,pack,thailand,2.0
2044,536,ottogi,yeul ramyun,pack,south korea,4.25
2045,535,wai wai,chicken flavor,pack,thailand,0.9
2046,534,mama,pho ga,pack,thailand,3.1
2047,533,paldo,gomtang,pack,south korea,4.75
2048,532,doll,spicy tomkotsu,pack,hong kong,4.25
2049,531,yum yum,beef,pack,thailand,3.25
2050,530,mee jang,artificial shrimp tom yum,bowl,thailand,3.5
2051,529,sapporo ichiban,hot spicy chicken,pack,usa,2.0
2052,528,unox,good noodles vegetable,pack,holland,3.75
2053,527,little cook,wheat gluten stewed duck flavoured,bowl,thailand,2.75
2054,526,annie chun's,soy ginger ramen,pack,usa,1.5
2055,525,jml,artificial spicy hot beef,pack,china,3.75
2056,524,nissin,cup noodles spicy seafood,cup,hong kong,3.75
2057,523,dragonfly,artificial hot & sour shrimp,bowl,china,4.5
2058,522,samyang,hot beef,pack,south korea,4.25
2059,521,menraku,soy sauce,bowl,japan,4.25
2060,520,nan hsing,vegetarian rice noodles,bowl,taiwan,0.25
2061,519,snapdragon,beijing vegetable rice noodle,cup,singapore,2.0
2062,518,dragonfly,artificial chicken,bowl,china,4.5
2063,517,thai kitchen,thai ginger rice noodle,pack,usa,4.25
2064,516,wang,champong spicy seafood,bowl,south korea,3.5
2065,515,tradition,imitation beef,cup,usa,2.5
2066,514,shirakiku,sanukiya fresh spicy ramen,bowl,japan,3.0
2067,513,dragonfly,artificial onion,bowl,china,4.0
2068,512,paldo,big bowl noodle,bowl,south korea,3.75
2069,511,menraku,miso,bowl,japan,2.75
2070,510,snapdragon,south korean kimchi rice noodle,cup,singapore,3.75
2071,509,ve wong,kung fu shrimp,bowl,taiwan,4.0
2072,508,samyang,beef,cup,south korea,3.75
2073,507,dragonfly,artificial seafood,bowl,china,3.75
2074,506,nongshim,oolongmen beef,cup,south korea,2.5
2075,505,jml,artificial spicy beef,pack,china,3.5
2076,504,knorr,pizza,pack,pakistan,3.0
2077,503,greenoodle,miso,pack,thailand,1.0
2078,502,sunlee,beef rice stick,bowl,thailand,2.0
2079,501,nongshim,neoguri mild,pack,south korea,3.25
2080,500,mexi-ramen,soupless ramen shallot teriyaki,pack,usa,2.5
2081,499,dragonfly,artificial beef,bowl,china,4.75
2082,498,hsin tung yang,tiny noodle with oyster flavor,pack,taiwan,0.0
2083,497,nissin,demae iccho seafood & abalone macaroni,pack,japan,4.0
2084,496,maruchan,yakisoba shrimp,tray,usa,2.75
2085,495,ottogi,jin ramen (mild),pack,south korea,3.25
2086,494,snapdragon,tomato seafood rice noodle,cup,singapore,3.5
2087,493,pulmuone,fresh ramen spicy,pack,south korea,3.0
2088,492,noah foods,phoya rice noodles beef,bowl,vietnam,2.75
2089,491,jml,artificial stew beef,pack,china,3.75
2090,490,foodmon,dj doc instant rice ramen topokki,bowl,south korea,5.0
2091,489,jml,stew pork,pack,china,3.25
2092,488,kailo,big bowl crab ,bowl,hong kong,3.5
2093,487,kailo,big bowl artificial chicken,bowl,hong kong,2.75
2094,486,kamfen,japanese u-don lobster scallop,pack,china,3.0
2095,485,ottogi,hot & spicy ramen,cup,south korea,3.0
2096,484,ottogi,bekse curry myon,cup,south korea,4.25
2097,483,itomen,yellow buckwheat,bowl,japan,4.5
2098,482,menraku,shio,bowl,japan,4.5
2099,481,thai kitchen,roasted garlic rice noodle,bowl,usa,3.75
2100,480,thai kitchen,mushroom rice noodle,bowl,usa,3.25
2101,479,nongshim,potato noodle soup,pack,south korea,3.75
2102,478,vedan,mushroom & artificial cuttlefish,pack,taiwan,1.75
2103,477,mr. udon,malaysian beef udon,pack,south korea,3.0
2104,476,annie chun's,teriyaki noodle,bowl,usa,1.75
2105,475,gefen,vegetable,pack,usa,3.25
2106,474,saigon ve wong,kung fu rice noodle shrimp crab ,bowl,vietnam,3.75
2107,473,myojo,ramen-desse miso soybean paste,bowl,japan,4.5
2108,472,thai kitchen,spring onion rice noodle,bowl,usa,3.75
2109,471,koyo,lemongrass ginger,pack,usa,1.5
2110,470,maruchan,ramen noodle soup chicken mushroom,pack,usa,3.25
2111,469,gefen,chicken,pack,usa,3.5
2112,468,paldo,snack noodle slightly hot,pack,south korea,3.75
2113,467,vifon,tu quy sour spicy shrimp,pack,vietnam,1.75
2114,466,saigon ve wong,kung fu rice noodle artificial beef,bowl,vietnam,3.5
2115,465,nissin,souper meal picante shrimp hot spicy,bowl,usa,2.75
2116,464,mama,vegetable,pack,thailand,3.25
2117,463,ottogi,ppushu ppushu barbecue,pack,south korea,3.0
2118,462,nissin,top ramen shrimp,pack,usa,3.5
2119,461,samyang,sutah hot spicy beef,pack,south korea,3.5
2120,460,menraku,tempura udon,bowl,japan,5.0
2121,459,gefen,imitation chicken vegetarian,pack,usa,3.0
2122,458,ve wong,kung fu artificial beef rice noodle,bowl,taiwan,3.75
2123,457,ibumie,harmee mee goreng prawn,pack,malaysia,4.5
2124,456,ve wong,kung fu artificial szechuan pork,bowl,taiwan,3.75
2125,455,baijia,single noble pickled radish & duck,cup,china,0.25
2126,454,koyo,asian vegetable,pack,usa,1.5
2127,453,nongshim,bowl noodle savory chicken,bowl,usa,3.25
2128,452,myojo,hyoubanya no chukasoba soy sauce,pack,japan,4.0
2129,451,myojo,ippeichan soybean paste,bowl,japan,4.0
2130,450,ottogi,ppushu ppushu tteobokki,pack,south korea,3.25
2131,449,wu mu,beef flavor ramen,pack,taiwan,4.25
2132,448,ve wong,kung fu artificial sesame chicken,bowl,taiwan,3.75
2133,447,ve wong,little prince bacon,pack,vietnam,4.75
2134,446,sao tao,noodle king hong koing style wonton,bowl,hong kong,2.25
2135,445,inoodle,taiwan style chow mein,pack,taiwan,2.25
2136,444,mr. udon,chicken,pack,south korea,3.25
2137,443,lucky me!,n-rich chicken tinola,pack,philippines,4.0
2138,442,nongshim,kalguksoo,pack,south korea,4.5
2139,441,ottogi,spice seafood,pack,south korea,3.75
2140,440,maruchan,instant lunch hot spicy beef,cup,usa,2.75
2141,439,little cook,tom yum seafood creamy,bowl,thailand,3.0
2142,438,samyang,beef,bowl,south korea,3.75
2143,437,nongshim,big bowl spicy kimchi,bowl,south korea,3.25
2144,436,unif,artificial beef with sauerkraut,bowl,taiwan,3.75
2145,435,mi sedaap,mie sambal goreng,pack,indonesia,4.25
2146,434,mi sedaap,kari spesial,pack,indonesia,4.5
2147,433,lucky me!,supreme bulalo,bowl,philippines,3.25
2148,432,ve wong,instant bean thread seafood,bowl,taiwan,2.5
2149,431,unif / tung-i,chinese onion rice noodle,pack,taiwan,2.75
2150,430,quickchow,pancit canton toyo mansi,pack,philippines,5.0
2151,429,quickchow,chicken mami,pack,philippines,3.75
2152,428,kamfen,e menm chicken,pack,china,3.75
2153,427,koka,mi hai cua crab flavor,pack,singapore,5.0
2154,426,vifon,tu quy chicken,pack,vietnam,3.0
2155,425,chikara,shrimp udon,pack,usa,4.5
2156,424,q,noodle with sesame sauce,pack,taiwan,3.25
2157,423,noodle time,shin cup,cup,south korea,3.0
2158,422,vifon,mi lau thai thai stle,bowl,vietnam,4.0
2159,421,myojo,kakesoba desse soy sauce,bowl,japan,2.75
2160,420,sapporo ichiban,beef flavorc,cup,usa,3.5
2161,419,myojo,ramen desse shio,bowl,japan,4.25
2162,418,inoodle,udon noodle soup oriental,pack,taiwan,3.75
2163,417,vifon,tu quy spicy beef,pack,vietnam,3.5
2164,416,sapporo ichiban,chicken flavor,cup,usa,3.75
2165,415,ve wong,artificial classic beef,bowl,taiwan,3.75
2166,414,doll,artificial beef flavor,pack,hong kong,2.5
2167,413,souper,alimentary paste chow mein,pack,taiwan,4.25
2168,412,maruchan,midori no tanuki,bowl,japan,4.125
2169,411,sunlee,crab vermicelli,bowl,thailand,3.25
2170,410,lucky me!,instant bulalo bone marrow,pack,philippines,3.75
2171,409,payless,instant mami chicken,pack,philippines,4.0
2172,408,gomex,3 mien mi tom chua cay hot sour shrimp,pack,vietnam,2.25
2173,407,ottogi,snack ramyon,cup,south korea,3.5
2174,406,vifon,asian style instant noodles beef,pack,vietnam,3.75
2175,405,ibumie,harmee prawn,pack,malaysia,3.25
2176,404,vina acecook,hao hao sate onion,pack,vietnam,3.75
2177,403,maruchan,instant lunch lime flavor with shrimp,cup,usa,2.25
2178,402,sao tao,noodle king scallop thick,bowl,hong kong,3.0
2179,401,myojo,suudon desse soy sauce,bowl,japan,4.25
2180,400,nissin,cup noodles seafood curry,cup,hong kong,4.25
2181,399,paldo,spicy seafood,cup,south korea,3.75
2182,398,paldo,bowl noodle beef with vegetables,bowl,south korea,3.75
2183,397,quickchow,quickie mami la paz batchoy,cup,philippines,3.0
2184,396,vina acecook,bestcook hot spicy tom yum shrimp,bowl,vietnam,4.25
2185,395,ottogi,jin ramen (mild),cup,south korea,3.0
2186,394,paldo,hwa cup hot spicy,cup,south korea,3.5
2187,393,kamfen,dried mix noodles xo sauce,tray,china,2.0
2188,392,nissin,yakisoba noodles karashi,tray,japan,5.0
2189,391,myojo,hyoubanya no chukasoba oriental,pack,japan,4.25
2190,390,menraku,curry soba,bowl,japan,4.0
2191,389,mama,vegetarian tom yum,pack,thailand,2.75
2192,388,maruchan,instant lunch cheddar cheese,cup,usa,2.75
2193,387,nissin,bowl noodles rich & savory beef,bowl,usa,3.75
2194,386,us canning,fu chang chinese noodle company pork seafood,tray,usa,0.0
2195,385,ve wong,hot of hots artificial black peppered beef,bowl,taiwan,1.25
2196,384,nissin,demae iccho tom yam goong macaroni,pack,japan,4.0
2197,383,lucky me!,chicken na chicken,pack,philippines,2.75
2198,382,lucky me!,n-rich artificial chicken with ginger,pack,philippines,2.5
2199,381,saigon ve wong,kung fu artificial beef rice noodle,pack,vietnam,4.25
2200,380,rhee bros assi,pho vietnamese noodle soup,tray,south korea,3.75
2201,379,nissin,chow mein thai peanut,tray,usa,2.5
2202,378,ve wong,hot of hots artificial satay beef,bowl,taiwan,3.75
2203,377,sau tao,ho fan abalone chicken,bowl,hong kong,4.0
2204,376,sau tao,noodle king lobster thick,bowl,hong kong,2.75
2205,375,vifon,pho bo beef rice noodle,pack,vietnam,0.5
2206,374,vifon,asian style instant noodles shrimp,pack,vietnam,3.75
2207,373,nissin,cup noodles chicken vegetable,cup,usa,2.75
2208,372,noodle time,spicy thai,bowl,canada,0.5
2209,371,nissin,chow noodles alfredo,tray,usa,3.75
2210,370,fuku,superior soup,pack,hong kong,5.0
2211,369,bon go jang,tofu udon dosirak,tray,south korea,3.75
2212,368,knorr,chili pork,cup,thailand,3.5
2213,367,saigon ve wong,kung fu artificial chicken,pack,vietnam,3.25
2214,366,payless,pancit shanghai,pack,philippines,2.75
2215,365,nissin,cup noodles prawn,cup,singapore,3.25
2216,364,sao tao,noodle king beef hong kong style,bowl,hong kong,2.5
2217,363,nissin,demae iccho tonkotsu macaroni,pack,japan,3.5
2218,362,vina acecook,daily hot & sour with shrimp,pack,vietnam,4.5
2219,361,tayho,vermicelli with pork,bowl,usa,1.25
2220,360,nissin,cup noodles hearty chicken,cup,usa,2.5
2221,359,nissin,bowl noodles hot & spicy beef,bowl,usa,3.75
2222,358,doll,spicy artificial pork,pack,hong kong,3.75
2223,357,payless,xtra big kalamansi pancit canton,pack,philippines,4.0
2224,356,maruchan,ramen noodle soup roast beef,pack,usa,2.75
2225,355,nongshim,noodle lite 275 udon mushroom,bowl,south korea,2.5
2226,354,maruchan,instant lunch chicken 35% less sodium,cup,usa,3.0
2227,353,nissin,top ramen chili,pack,usa,3.25
2228,352,maruchan,ramen noodle soup chili,pack,usa,2.75
2229,351,nissin,top ramen picante beef,pack,usa,3.0
2230,350,nissin,souper meal tomato garlic shrimp,bowl,usa,3.5
2231,349,ottogi,ramen bokki,bowl,south korea,3.25
2232,348,paldo,bowl noodle kimchi,bowl,south korea,3.5
2233,347,sunny maid,mi chay vegetarian,pack,taiwan,1.75
2234,346,paldo,bowl noodle spicy artificial chicken,bowl,south korea,3.125
2235,345,myojo,charumera shoyu,pack,japan,3.5
2236,344,paldo,stirfried kimchi,pack,south korea,3.75
2237,343,super bihun,goreng rice noodles,pack,indonesia,4.5
2238,342,nongshim,shin big bowl,bowl,south korea,3.5
2239,341,vina acecook,daily vegetarian,pack,vietnam,3.75
2240,340,shirakiku,japanese style tokusen shoyu,pack,japan,4.0
2241,339,payless,xtra big chilimansi pancit canton,pack,philippines,4.5
2242,338,nissin,big cup noodles chicken,cup,usa,2.25
2243,337,maruchan,ramen noodle soup creamy chicken,pack,usa,5.0
2244,336,six fortune,instant noodles with soup,pack,south korea,3.5
2245,335,goku uma,hot & spicy beef,bowl,japan,3.5
2246,334,nissin,big cup noodles beef,cup,usa,2.125
2247,333,nissin,big cup noodles shrimp,cup,usa,2.25
2248,332,nongshim,champong oriental noodles,cup,south korea,3.75
2249,331,sunlee,crab noodle,bowl,thailand,4.5
2250,330,vifon,phu gia instant bean thread chicken,pack,vietnam,3.25
2251,329,mee jang,artificial beef flavor,bowl,thailand,3.5
2252,328,nongshim,big bowl udon,bowl,south korea,4.5
2253,327,gomex,3 mien mi tom hum lobster,pack,vietnam,3.5
2254,326,little cook,tvp curry chicken,bowl,thailand,4.0
2255,325,mee jang,artificial pork,bowl,thailand,3.5
2256,324,nongshim,big bowl spicy shrimp,bowl,south korea,3.5
2257,323,ottogi,jin ramen (hot),cup,south korea,3.5
2258,322,unif,shrimp fish,bowl,taiwan,3.75
2259,321,little cook,tvp spicy beef,bowl,thailand,4.75
2260,320,maruchan,ramen noodle soup spicy picante chicken,pack,usa,4.0
2261,319,maruchan,ramen noodle soup oriental,pack,usa,3.75
2262,318,unif,super bowl artificial pickled chilli beef,bowl,taiwan,3.25
2263,317,maruchan,yakisoba cheddar cheese,tray,usa,4.0
2264,316,unif,super bowl artificial stewed pork chop,bowl,taiwan,3.5
2265,315,unif,super bowl artificial spicy beef,bowl,taiwan,2.75
2266,314,paldo,dosirac mushroom,tray,south korea,2.5
2267,313,paldo,dosirac shrimp,tray,south korea,4.25
2268,312,lucky me!,supreme bulalo artificial bone marrow,bowl,philippines,1.75
2269,311,vifon,tasty mushroom,pack,vietnam,2.0
2270,310,lucky me!,la paz batchoy beef,pack,philippines,2.5
2271,309,paldo,dosirac beef,tray,south korea,3.75
2272,308,tradition,imitation chicken vegetarian,pack,usa,3.75
2273,307,royal umbrella,vegetarian tom yum,cup,thailand,2.75
2274,306,rhee bros assi,rice noodle anchovy flavor,tray,south korea,3.75
2275,305,lucky me!,supreme special beef carne de vaca,bowl,philippines,3.75
2276,304,mama,pho bo rice noodle artificial beef,bowl,thailand,3.5
2277,303,paldo,dosirac artificial chicken,tray,south korea,3.25
2278,302,samyang,bowl noodle picante beef,bowl,south korea,3.75
2279,301,dragonfly,guilin style rice vermicelli,bowl,china,4.5
2280,300,wu mu,steam spinach ramen with onion,pack,taiwan,5.0
2281,299,lucky me!,supreme sotanghon artificial chicken vermicelli ,bowl,philippines,3.75
2282,298,nongshim,hearty rice noodle spicy veggie consomme,pack,south korea,2.75
2283,297,rhee bros assi,rice noodle hot & spicy kimchi,tray,south korea,3.25
2284,296,nissin,cup noodles crab,cup,hong kong,3.25
2285,295,tablemark,soybean paste,bowl,japan,4.5
2286,294,paldo,south korean seafood,pack,south korea,3.75
2287,293,tiger,onion flaver rice noodle,bowl,taiwan,0.0
2288,292,paldo,south korean u dong,pack,south korea,3.75
2289,291,nongshim,shin bowl,bowl,south korea,3.0
2290,290,doll,spicy artificial beef,pack,hong kong,3.0
2291,289,paldo,south korean broad noodle,pack,south korea,2.0
2292,288,saigon ve wong,kung fu artificial beef rice noodle,pack,south korea,3.25
2293,287,paldo,king cup lobster,cup,south korea,3.75
2294,286,myojo,hyoubanya no yakisoba oriental,tray,japan,4.0
2295,285,doll,artificial chicken,pack,hong kong,4.5
2296,284,nissin,cup noodles seafood,cup,hong kong,4.5
2297,283,paldo,king cup kimchi pot stew,cup,south korea,4.0
2298,282,doll,pickled vegetable,pack,hong kong,4.25
2299,281,mama,oriental kitchen hot spicy,cup,thailand,3.0
2300,280,rhee bros assi,rice noodle katsuo,tray,south korea,4.0
2301,279,rhee bros assi,rice noodles seafood,tray,south korea,3.75
2302,278,fortune,udon mushroom,pack,usa,3.0
2303,277,vina acecook,oh! ricey beef rice noodles,pack,vietnam,4.0
2304,276,wai wai,chili paste tom yum,pack,thailand,3.25
2305,275,mama,cup shrimp tom yum flavor,cup,thailand,3.75
2306,274,ve wong,kung fu artificial soybean paste,pack,taiwan,4.0
2307,273,wai wai,minced pork tom yum,pack,thailand,2.5
2308,272,vina acecook,mi lau thai artificial chicken,pack,vietnam,3.5
2309,271,paldo,south korean noodle kimchi flavor,pack,south korea,3.5
2310,270,wu mu,dried noodle with bbq pork,pack,taiwan,2.0
2311,269,paldo,spicy shrimp bowl,bowl,south korea,3.5
2312,268,nissin,cup noodles spicy chile chicken,cup,usa,3.5
2313,267,mama,pork,cup,thailand,2.0
2314,266,vina acecook,mi lau thai shrimp,pack,vietnam,4.0
2315,265,nissin,cup noodles chicken,cup,usa,3.5
2316,264,vina acecook,hao hao sour hot shrimp,pack,vietnam,3.75
2317,263,nissin,chow mein kung pao chicken,tray,usa,1.5
2318,262,vina acecook,daily beef ball,pack,vietnam,3.75
2319,261,vina acecook,oh! ricey chicken,pack,vietnam,3.75
2320,260,nissin,bowl noodles hot & spicy shrimp,bowl,usa,3.5
2321,259,vina acecook,mi lau thai seafood,pack,vietnam,4.0
2322,258,royal umbrella,tom yum shrimp,cup,thailand,3.25
2323,257,nissin,cup noodles beef,cup,usa,3.5
2324,256,nissin,cup noodles shrimp,cup,usa,3.5
2325,255,mama,oriental kitchen spicy seafood,cup,thailand,3.75
2326,254,vina acecook,daily hot & spicy tom yun,pack,vietnam,4.0
2327,253,nongshim,bowl noodle spicy seafood,bowl,usa,4.25
2328,252,fortune,udon chicken,pack,usa,3.25
2329,251,fortune,udon beef,pack,usa,3.5
2330,250,wu mu,steamed noodle sesame oil,pack,taiwan,3.75
2331,249,unif,100 artificial spicy beef,pack,taiwan,3.75
2332,248,koka,tomato,pack,singapore,4.75
2333,247,myojo,udon mushroom,pack,japan,3.0
2334,246,mama,artificial pork jumbo,pack,thailand,3.0
2335,245,six fortune,broad noodles,pack,south korea,3.75
2336,244,nissin,karashi mayo yakisoba,tray,japan,4.75
2337,243,myojo,udon hot & spicy,pack,japan,4.5
2338,242,fashion foods,tom klong,bowl,thailand,2.0
2339,241,fu chang chinese noodle company,hot & spicy beef,tray,usa,4.0
2340,240,sanyo foods,aunt mentaiko durum spaghetti,bowl,japan,4.5
2341,239,ottogi,ppushu ppushu sweet & sour,pack,south korea,1.75
2342,238,nissin,chow noodles tomato basil,bowl,usa,4.0
2343,237,koka,spicy seafood marinara,bowl,singapore,3.0
2344,236,koka,spicy sesame,pack,singapore,5.0
2345,235,koka,curry,pack,singapore,4.25
2346,234,myojo,udon shrimp,pack,japan,3.75
2347,233,koka,tom yum rice noodles,bowl,singapore,3.5
2348,232,indomie,mi goreng jumbo beef,pack,indonesia,5.0
2349,231,indomie,onion chicken,pack,indonesia,4.5
2350,230,lucky me!,supreme instant mami noodles with free crackers,bowl,philippines,3.75
2351,229,myojo,udon chicken,pack,japan,3.75
2352,228,vifon,pho ga instant rice noodle,bowl,vietnam,2.0
2353,227,quickchow,bihon guisado rice noodle,pack,philippines,1.75
2354,226,nissin,chow noodles cheddar cheese,tray,usa,4.0
2355,225,ottogi,snack ramyon,pack,south korea,3.75
2356,224,mama,instant bowl noodles artificial pork,bowl,thailand,2.75
2357,223,koka,laksa singapura,bowl,singapore,4.25
2358,222,myojo,udon crab,pack,japan,3.0
2359,221,nissin,top ramen beef,pack,usa,3.75
2360,220,wei lih,good good eat super ramen original,pack,taiwan,3.0
2361,219,six fortune,tom yam instant soup noodle,pack,south korea,2.75
2362,218,maruchan,yakisoba sweet & sour chicken,tray,usa,3.0
2363,217,samyang,bowl noodle kimchi,bowl,south korea,4.0
2364,216,maruchan,instant lunch roast chicken flavor,cup,usa,2.75
2365,215,maruchan,yakisoba chicken,tray,usa,2.0
2366,214,maruchan,yakisoba teriyaki beef,tray,usa,2.0
2367,213,nongshim,bowl noodle spicy artificial lobster,bowl,usa,4.0
2368,212,maruchan,yakisoba roast chicken,tray,usa,3.75
2369,211,vina acecook,kingcook tomato sauce pork,tray,vietnam,3.5
2370,210,rocket brand,satoimo noodles,pack,china,2.5
2371,209,nissin,souper meal beef flavor minestrone,bowl,usa,3.0
2372,208,sao tao,ramen king scallop seafood,pack,china,4.25
2373,207,sapporo ichiban,original flavor,pack,usa,3.5
2374,206,bon go jang,deuchi udon,bowl,south korea,3.0
2375,205,sapporo ichiban,beef flavor,pack,usa,4.5
2376,204,nongshim,bowl noodle spicy shrimp,bowl,usa,2.5
2377,203,nongshim,bowl noodle hot & spicy,bowl,usa,2.0
2378,202,nongshim,bowl noodle cabbage kimchi,bowl,usa,3.25
2379,201,nongshim,bowl noodle beef ginger,bowl,usa,3.5
2380,200,nongshim,bowl noodle spicy chicken,bowl,usa,4.5
2381,199,samyang,chinese soybean paste,pack,south korea,2.0
2382,198,shirakiku,sanukiya somen,bowl,japan,4.25
2383,197,rhee bros assi,rice noodle with spicy flavored soup,tray,south korea,2.25
2384,196,nissin,cup noodles pani puri,cup,india,1.5
2385,195,myojo,chukazanmai served cool sesame flavored rice vinegar sesame,pack,japan,3.0
2386,194,saigon ve wong,kung fu instant rice noodles artificial chicken,pack,vietnam,3.5
2387,193,boss,shrimp tom yum flavor,bowl,thailand,2.5
2388,192,paldo,soy flavor noodle,pack,south korea,4.25
2389,191,wu mu,steamed noodle chinese herbs,pack,taiwan,3.25
2390,190,maggi,perencah tom yam,pack,malaysia,2.9
2391,189,nissin,cup noodles manchurian,cup,india,3.0
2392,188,nongshim,udon,pack,south korea,4.0
2393,187,paldo,hwa ramyun soy peptide,pack,south korea,4.0
2394,186,paldo,teumsae ramyun,pack,south korea,3.5
2395,185,shirakiku,sanukiya udon,bowl,japan,3.75
2396,184,myojo,chukazanmai soy sauce,pack,japan,3.75
2397,183,nissin,bowl noodles hot & spicy chicken,bowl,usa,2.0
2398,182,myojo,chukazanmai soy sauce chili oil,pack,japan,3.25
2399,181,kamfen,noodle king thin wonton,pack,china,2.0
2400,180,myojo,hyobanya no yakisoba sauce flavor,tray,japan,4.75
2401,179,mama,kimchi,pack,thailand,3.0
2402,178,mama,oriental style clear soup,pack,thailand,2.0
2403,177,vifon,hu tieu bo kho an lien beef,pack,vietnam,3.75
2404,176,paldo,dosirac pork,tray,south korea,4.125
